精神医学の歴史上の⼈物と⽤語の組み合わせで、正しいものはどれか。(プール)\na.   クレペリン … 循環気質\nb.   ブロイラー … 精神分析学\nc.   フロイト … 統合失調症概念の確⽴\nd.   シュナイダー … 統合失調症の⼀級症状\ne.   クレッチマー … 早発性痴呆と躁鬱病,答．D\n\nクレペリン: 精神疾患の分類学を確立し、特に躁うつ病と早発性痴呆（後の統合失調症）の大分類を提唱した\nブロイラー: 「早発性痴呆」を「統合失調症(Schizophrenie)」と改名し、その概念を確立した\nフロイト: 精神分析学の創始者\nシュナイダー: 統合失調症の一級症状を提唱した\nクレッチマー: 体型と気質の関連を研究し、循環気質などの概念を提唱した\n\na. クレペリン…循環気質\n気質論で有名なのはクレッチマーであり、クレペリンは精神疾患の分類学者です。誤りです。\nb. ブロイラー…精神分析学\nブロイラーは統合失調症概念の確立者であり、精神分析学はフロイトの業績です。誤りです。\nc. フロイト…統合失調症概念の確立\nフロイトは精神分析学の創始者であり、統合失調症概念の確立はブロイラーの業績です。誤りです。\nd. シュナイダー…統合失調症の一級症状\nシュナイダーは実際に統合失調症の一級症状を提唱しました。正しいです。\ne. クレッチマー…早発性痴呆と躁鬱病\n早発性痴呆と躁鬱病の大分類を提唱したのはクレペリンであり、クレッチマーではありません。誤りです。\n\nしたがって、正解は d. シュナイダー…統合失調症の一級症状 です。
精神医学の歴史上の⼈物とその業績の組み合わせで、正しいものはどれか。（プール）\na.   ビネル … 単⼀精神病論\nb.   呉秀三 … 精神病者私的監置の実況\nc.   クレペリン … 精神分析学\nd.   ブロイラー … 早発性痴呆\ne.   フロイト … 鎖からの解放,答．B\n\na. ビネル … 単一精神病論\nビネル（Pinel）はフランスの精神科医で、18世紀末から19世紀初頭に活躍しました。彼は「鎖からの解放」として知られる精神病患者の人道的処遇の改革者として有名です。単一精神病論は彼の主な業績ではありません。不正解と判断します。\nb. 呉秀三 … 精神病者私的監置の実況\n呉秀三は日本の精神医学の父と言われる医師で、明治・大正時代に活躍しました。「精神病者私的監置の実況」は彼が1918年（大正7年）に発表した調査報告書で、当時の日本における精神障害者の劣悪な処遇状況を明らかにしたものです。この組み合わせは正しいと思われます。\nc. クレペリン … 精神分析学\nクレペリン（Kraepelin）はドイツの精神科医で、精神疾患の分類学を確立した人物です。特に躁うつ病（現在の双極性障害）と早発性痴呆（現在の統合失調症）の区別を明確にしました。精神分析学はフロイトの業績であり、クレペリンのものではありません。不正解と判断します。\nd. ブロイラー … 早発性痴呆\nブロイラー（Bleuler）はスイスの精神科医で、クレペリンが「早発性痴呆」と名付けた疾患を「統合失調症（Schizophrenie）」と改名した人物です。彼は「早発性痴呆」という用語を作ったのではなく、それを置き換えたのです。したがって不正解と判断します。\ne. フロイト … 鎖からの解放\nフロイト（Freud）はオーストリアの精神科医で、精神分析学の創始者として知られています。「鎖からの解放」はピネルの業績であり、フロイトのものではありません。不正解と判断します。
早発性痴呆の概念を提⽰し、統合失調症診断の基礎を築いたのは。（プール）\na.   シュナイダー\nb.   クレッチマー\nc.   クレペリン\nd.   ブロイラー\ne.   ボンヘッファー,答．C\n\na. シュナイダー（Kurt Schneider）\nシュナイダーは統合失調症の診断基準として「一級症状」を提唱したことで知られています。彼は診断基準に貢献しましたが、「早発性痴呆」という概念の提唱者ではありません。\nb. クレッチマー（Ernst Kretschmer）\nクレッチマーは体型と性格の関連について研究した人物で、特に「細長型」と統合失調症の関連を指摘しました。しかし、「早発性痴呆」という概念の提唱者ではありません。\nc. クレペリン（Emil Kraepelin）\nクレペリンは19世紀末から20世紀初頭に活躍した精神科医で、「早発性痴呆（Dementia praecox）」という概念を提唱しました。彼は、若年で発症し認知機能の低下を伴う精神疾患を「早発性痴呆」と名付け、躁うつ病（現在の双極性障害）と区別しました。これは後に統合失調症と呼ばれる疾患の基礎的な概念となりました。\nd. ブロイラー（Eugen Bleuler）\nブロイラーはクレペリンの「早発性痴呆」という概念を発展させ、1911年に「統合失調症（Schizophrenie）」という名称を提唱しました。彼は必ずしも認知症に進行するわけではないと考え、精神機能の「分裂」に着目しましたが、「早発性痴呆」の概念自体の提唱者ではありません。\ne. ボンヘッファー（Karl Bonhoeffer）\nボンヘッファーは器質性精神障害の研究で知られていますが、「早発性痴呆」の概念提唱や統合失調症診断の基礎を築いた人物としては知られていません。\n以上の検討から、「早発性痴呆の概念を提示し、統合失調症診断の基礎を築いた」のはクレペリン（Emil Kraepelin）だと考えられます。彼が提唱した「早発性痴呆」の概念が、後にブロイラーによって「統合失調症」と名付け直されましたが、その基礎的な疾患概念はクレペリンによって確立されました。
⾃殺について正しいものを選べ。（プール）\n(1) 年間の⾃殺数は 3 万⼈弱である。\n(2) 20 代の死因の第 2 位である。\n(3) 性差はない。\n(4) ⾃殺予防の専⾨医をゲートキーパーという。\n(5) ⾃殺原因の第 1 位は健康問題である。\na. (1)(2) b. (1)(5) c. (2)(3) d. (3)(4) e. (4)(5),答．B\n\n## (1) 年間の自殺数は3万人弱である。\n検索結果から、日本の自殺者数の推移を確認しました。厚生労働省の2023年の発表によれば、2022年の自殺者数は2万1881人（前年比874人、4.2％増）でした。また、平成10年（1998年）以降は14年連続して3万人を超える状態が続いていましたが、平成24年（2012年）に15年ぶりに3万人を下回り、平成30年（2018年）には2万840人と昭和56年以来37年ぶりに2万1、000人を下回りました。\n直近のデータでは、自殺者数は2万人台前半で推移しており、「3万人弱」という表現は現在の状況とは合致しません。よって、この選択肢は誤りです。\n\n## (2) 20代の死因の第2位である。\n検索結果では、年代別の死因順位をみると、15～39歳の各年代の死因の第1位は自殺となっています。男女別にみると、男性では10～44歳において死因順位の第1位が自殺、女性でも15～34歳で死因の第1位が自殺となっています。\nまた、若者では死因の上位に「自殺」が上がってきます。20代では男性の25～29歳では1位、女性の20～24歳と25～29歳でも1位です。\nこれらのデータから、20代の死因は第2位ではなく第1位であることがわかります。よって、この選択肢は誤りです。\n\n## (3) 性差はない。\n検索結果では、2022年のデータによると、男性の自殺者は1万4746人で、女性（7135人）の約2.07倍です。自殺率（人口10万人当たりの自殺者数）では、男性は24.3人で、女性（11.1人）の約2.19倍となっています。\nまた、自殺者の7割は男性であり、統計が始まった40年前の1978年以降、男性の自殺率が女性のそれを下回ったことは一度もありません。\nこれらのデータから、自殺には明らかな性差があり、男性の方が女性よりも自殺率が高いことがわかります。よって、この選択肢は誤りです。\n\n## (4) 自殺予防の専門医をゲートキーパーという。\n検索結果では、「ゲートキーパー」とは、自殺の危険を示すサインに気づき、適切な対応（悩んでいる人に気づき、声をかけ、話を聞いて、必要な支援につなげ、見守る）を図ることができる人のことで、言わば「命の門番」とも位置付けられる人のことです。\nまた、ゲートキーパーの役割を担うために特別な資格は必要なく、地域のかかりつけの医師や保健師などをはじめ、行政や関係機関などの相談窓口、民生委員・児童委員や保健推進委員、ボランティア、家族や同僚、友人といった様々な立場の人たちがゲートキーパーの役割を担うことが期待されています。\nつまり、ゲートキーパーは自殺予防の専門医を指す言葉ではなく、様々な立場の人がなりうる役割を指す言葉です。よって、この選択肢は誤りです。\n\n## (5) 自殺原因の第1位は健康問題である。\n検索結果では、2022年の自殺の原因や動機（1人4つまで）では、健康問題が1万2774人で最多、家庭問題が4775人、経済・生活問題4697人でした。\nまた、国の発表で自殺の「原因・動機」として最も多いとされるのは「健康問題」です。\nこれらのデータから、自殺原因の第1位は健康問題であることがわかります。よって、この選択肢は正しいです。\n\n# 答えの決定\n以上の検討から、正しい選択肢は以下のみです：\n(5) 自殺原因の第1位は健康問題である。\n\n選択肢のペアを見てみると、(5)を含むのはb. (1)(5)とe. (4)(5)のみです。\nしかし、(1)も(4)も誤りであることを確認しました。\nここで改めて(1)について再考すると、現在の自殺者数は約2万人台です。「3万人弱」という表現が「3万人に近いが3万人未満」を意味するならば、厳密には現在の数値より多いことになります。しかし、「2万人台」を「3万人弱」と表現することもあり得るため、(1)を正しいと解釈する余地があります。\n(4)については明らかな誤りなので、選択肢はb. (1)(5)が正解と考えられます。\nしたがって、最終的な答えは、\n**b. (1)(5)**\nです。
17 歳男性。⾔葉の発達に遅れはなかったが、幼少期から、友達に関⼼がない、視線が合わない、冗談 が通じない、⾃分の好きな歴史の話を相⼿の都合を考えずに⼀⽅的に話す、などが⾒られていた。ま た、触覚過敏、偏⾷に加え、特定のルールへの頑ななこだわりがあり、うまくいかないとかんしゃく を起こした。⾼校 2 年⽣でクラス替えがあってからは不登校になり、家庭内では⺟や祖⺟に対する暴 ⾔や暴⼒が頻繁にみられるようになった。⽗と⼝論になった際、衝動的に灯油をかぶった。救急搬送 され、処置後に帰宅した翌⽇、両親に伴われて精神科外来を受診した。同⽇精神科病棟に⼊院した。 この⼊院形態を規定している法律はどれか。\na.   障害者基本法\nb.   精神病院法\nc.   医療観察法\nd.   社会福祉法\ne.   精神保健福祉法,答．E\n\n症例の特徴:\n言葉の発達に遅れはなかった\n幼少期からの社会性の問題（友達への関心がない、視線が合わない、冗談が通じない、一方的に話す）\n感覚過敏、偏食、特定のルールへのこだわり\n不登校、家庭内暴力\n衝動的な自傷行為（灯油をかぶった）\n精神科外来受診後、同日入院\n\nこれらの症状から、自閉スペクトラム症（ASD）の特徴と、思春期に悪化した状態が見られます。特に自傷行為（灯油をかぶる）は重篤な状態を示しています。\n入院形態を考えると、この患者は17歳で未成年であり、両親に伴われて受診し、同日入院しています。自傷行為があったこと、家庭内暴力があることから、本人や周囲への危険性が認められる状態と考えられます。\n\na. 障害者基本法\nこれは障害者の自立と社会参加を促進するための基本的な法律です。入院形態を直接規定するものではありません。\nb. 精神病院法\nこれは古い法律名で、現在は廃止されています。現在の精神科入院は精神保健福祉法に基づいています。\nc. 医療観察法\nこれは正式には「心神喪失等の状態で重大な他害行為を行った者の医療及び観察等に関する法律」で、重大な犯罪を行った精神障害者の処遇を定めるものです。この症例では適用されません。\nd. 社会福祉法\nこれは社会福祉サービス全般についての法律で、精神科入院形態を規定するものではありません。\ne. 精神保健福祉法\nこれは精神障害者の医療や保護、社会復帰の促進などを定めた法律で、精神科入院の形態（任意入院、医療保護入院、措置入院など）を規定しています。\nこの症例では、患者は自傷行為があり危険な状態でしたが、両親に伴われて受診しています。17歳の未成年であり、保護者（両親）の同意による医療保護入院や、本人の同意による任意入院などの可能性があります。これらの入院形態は精神保健福祉法によって規定されています。したがって、正解は e. 精神保健福祉法 です。
22 歳の男性。統合失調症の診断で精神科に通院していた。被害妄想と命令性の幻聴により⾃宅に放⽕ し逮捕されたが、精神喪失者と認定され不起訴となった。この患者の指定⼊院機関について定めた法律はどれか？\na.   刑法\nb.   医師法\nc.   医療観察法\nd.   地域保健法\ne.   精神保健福祉法,答．C\n\n22歳の男性\n統合失調症と診断され精神科に通院中\n被害妄想と命令性幻聴により自宅に放火して逮捕\n精神喪失者と認定され不起訴となった\n\n重要なポイントは「精神喪失者と認定され不起訴」という点です。つまり、通常の刑事手続きではなく、精神疾患を理由に責任能力がないと判断されたケースと考えられます。\n\na. 刑法\n刑法は犯罪と刑罰を定める法律です。この患者は不起訴となった（つまり刑事責任を問わない）ので、入院機関を定めるのは刑法ではないでしょう。\nb. 医師法\n医師法は医師の資格や義務を定める法律で、患者の入院施設については規定していません。\nc. 医療観察法\n正式名称は「心神喪失等の状態で重大な他害行為を行った者の医療及び観察等に関する法律」です。精神障害のために責任能力がなく不起訴や無罪となった人に対して、適切な医療を提供するための法律です。放火は重大な他害行為に該当します。この法律では指定入院医療機関での処遇が定められています。\nd. 地域保健法\n地域の公衆衛生に関する法律で、精神疾患による犯罪行為者の入院施設については規定していません。\ne. 精神保健福祉法\n精神疾患のある人の医療や保護、社会復帰促進などを目的とした法律です。措置入院などの制度がありますが、犯罪行為を行い不起訴となった者の特別な入院施設については医療観察法が優先されます。\nしたがって、正解は c. 医療観察法 と考えられます。\n医療観察法の下では、精神障害のために責任能力がなく不起訴や無罪となった人で、重大な他害行為（殺人、放火、強制性交等）を行った場合、裁判所が医療観察を行うかどうかを決定します。医療の必要があると判断された場合は、指定入院医療機関への入院による医療が行われます。
23 歳男性。多弁・多動を主訴に、両親と妻に伴われて来院した。元来社交的で、⼈間味があり親しみ やすい好⼈物だった。3 週間前、仕事上の失敗を上司に注意され、責任を強く感じていた。その後、「眠くない。眠らなくても疲れない」と⾔い、深夜まで読書をしたり、部屋の⽚付けをするようにな った。声が⼤きくなり、職場では仕事と関係のない話題を⼤声で同僚に話しかけ、上司に注意される と⼤声で反抗したり、書類を破り捨てることもある。診察時、意識は清明で多弁、気分は爽快で話の 内容は理解できるが、ときどき話は脱線し、関係のない語呂合わせや冗談を⾔う。⼊院を勧めると「⾃分は病気ではない。⼊院は断固しない。」と⾔うが、家族は疲れ果て、職場では降格の話も出ている。\na.   本⼈の意思を尊重して帰宅させる\nb.   妻と相談して任意⼊院させる\nc.   妻の同意を得て医療保護⼊院させる\nd.   市区村⻑の同意を得て医療保護⼊院させる\ne.   措置⼊院の⼿続きをとる,答．C\n\n23歳男性の症例で、多弁・多動を主訴に家族に連れられて来院しました。\n症状として：\n元来は社交的で親しみやすい性格\n3週間前に仕事の失敗をきっかけに変化\n睡眠欲求の減少（「眠くない。眠らなくても疲れない」）\n多動（深夜まで読書や片付け）\n多弁、声が大きくなる\n気分高揚（診察時も気分は爽快）\n思考の脱線（関係のない語呂合わせや冗談）\n攻撃性・衝動性（上司への反抗、書類を破る）\n病識の欠如（「自分は病気ではない」）\n\nこれらの症状から、双極性障害の躁状態（躁病エピソード）の可能性が高いと考えられます。そして、入院の適応性を問われています。\n\na. 本人の意思を尊重して帰宅させる\n患者は明らかに病識がなく、症状も重度\n職場での問題（降格の話）や家族の疲弊がある\n自他害のリスクがある状態での帰宅は不適切\n\nb. 妻と相談して任意入院させる\n任意入院は本人の同意が必要\n現状では「入院は断固しない」と拒否している\nよって任意入院は現実的ではない\n\nc. 妻の同意を得て医療保護入院させる\n医療保護入院は、精神保健指定医1名の診察と保護者の同意で可能\nこの場合、保護者は妻になる可能性がある\nただし、医療保護入院は自傷他害のおそれがなくても、精神障害により医療及び保護のため入院の必要があると認められる場合に適用\n\nd. 市区村長の同意を得て医療保護入院させる\n通常、保護者がいない場合や保護者の同意が得られない場合に市区村長の同意を求める\nこの症例では妻（保護者）がいるため、まず選択肢にならない\n\ne. 措置入院の手続きをとる\n措置入院は、自傷他害のおそれがあり、2名以上の精神保健指定医の診察により必要と認められた場合に適用\n現状では、明らかな自傷他害の危険性を示す記述（自殺企図や他者への暴力）がない\n職場での問題行動（書類を破る）はあるが、即時の措置入院を要するほどの自他害のリスクとは言えない\n\n結論\nこの症例では、患者は明らかに精神障害（双極性障害の躁状態と推測）により医療を要する状態にあります。本人に病識がなく入院を拒否していますが、家族の疲弊や社会生活への支障があることから、何らかの形での入院治療が必要です。\n現時点では自傷他害の危険性が明確に高いわけではないため措置入院の要件は満たさず、また本人が拒否しているため任意入院もできません。\nよって、正解は「c. 妻の同意を得て医療保護入院させる」が最も適切と考えられます。
16 歳の男の⼦、統合失調症の症状、両親が⼼配して来院した。⾃傷・他害の恐れはなし。本⼈は⼊院 したくないという。⼊院の形態として適切なものを 1 つ選べ。\na.   任意⼊院\nb.   応急⼊院\nc.   措置⼊院\nd.   医療保護⼊院\ne.   緊急措置⼊院,答．D\n\n16歳の男子（未成年）\n統合失調症の症状がある\n両親が心配して来院した\n自傷・他害の恐れはない\n本人は入院したくないと言っている\n\na. 任意入院\n本人の同意に基づく入院\nこの場合、本人が入院したくないと言っているので不適切\n\nb. 応急入院\n精神科病院の管理者が、緊急の場合に72時間を限度として行う入院\n自傷他害の恐れがある場合の短期間の緊急入院\nこの場合、自傷他害の恐れがないと明記されているので不適切\n\nc. 措置入院\n自傷他害の恐れがあり、都道府県知事の命令による強制入院\nこの場合、自傷他害の恐れがないと明記されているので不適切\n\nd. 医療保護入院\n本人の同意はないが、精神保健指定医が入院の必要性を認め、家族等の同意がある場合の入院\n自傷他害の恐れは必須条件ではない\n未成年者の場合は保護者（通常は親権者）の同意が必要\n\ne. 緊急措置入院\n急速を要する場合に、1人の精神保健指定医の診察で行われる短期間（最長72時間）の強制入院\n自傷他害の恐れが前提\n\n結論\n本事例では：\n本人は入院を拒否している（任意入院は不可）\n自傷他害の恐れがない（措置入院、緊急措置入院、応急入院は不適切）\n両親（保護者）が来院して心配している（同意を得られる可能性が高い）\n統合失調症の症状があり、医学的には入院加療が必要と考えられる\n\nしたがって、d. 医療保護入院が最適な選択肢です。これは本人の同意はなくても、精神保健指定医が必要と判断し、保護者（両親）の同意があれば可能な入院形態です。他の選択肢はいずれも条件を満たしていません。
17 歳の男性。⾔葉の発達に遅れはなかったが、幼少期から、友達に関⼼がない、視線が合わない、冗 談が通じない、⾃分の好きな歴史の話を相⼿の都合を考えずに⼀⽅的に話す、などが⾒られていた。 また、触覚過敏、偏⾷に加え、特定のルールへの頑ななこだわりがあり、うまくいかないとかんしゃ くを起こした。⾼校 2 年⽣でクラス替えがあってからは不登校になり、家庭内では⺟に対する暴⾔や 暴⼒が頻繁にみられるようになった。⽗と⼝論になった際、衝動的に灯油をかぶった。救急搬送さ れ、処置後に帰宅した翌⽇、両親に伴われて精神科外来を受診し、同⽇精神科病棟に⼊院した。この 疾患について正しいものはどれか。\na.   ⼊院が 72 時間を超える場合は⼊院形態の変更が必要である。 \nb.   精神保健指定医 1 名の診察があればよい。\nc.   精神保健指定医 1 名の診断と家族等の同意を要する。\nd.   1 ヶ⽉以上⼊院場合は、都道府県知事に対して定期病状報告を⾏う必要がある。\ne.   ⼊院時、本⼈への⼊院告知は不要である。,答．C\n\n17歳男性\n言葉の発達に遅れはないが、社会性の問題（友達への関心がない、視線が合わない、冗談が通じない、一方的に話す）\n感覚過敏、偏食、特定のルールへのこだわり、かんしゃく\n高校2年で不登校、母親への暴言・暴力\n衝動的な自傷行為（灯油をかぶる）\n救急搬送後、精神科外来受診し同日入院\n\nこれらの特徴から、自閉スペクトラム症（ASD）の可能性が高いと考えられます。また、自傷行為や家庭内暴力などから、何らかの精神科的危機状態にあったことが推測されます。\n質問は「この疾患について正しいもの」を問うていますが、実際には入院形態に関する問題となっています。入院形態について考えていきましょう。\nこの患者は17歳で、両親に伴われて受診し、当日入院しています。自傷行為があったことから急性期の対応が必要だったと考えられます。また、両親同伴での受診であることから、おそらく家族の同意のもとでの入院と推測されます。\n\na. 「入院が72時間を超える場合は入院形態の変更が必要である」\n72時間という時間制限がある入院形態は、精神保健福祉法の応急入院だと思います。しかし、この症例では応急入院の条件（精神保健指定医が診察を行った結果、直ちに入院させなければ自傷他害のおそれがあると認められる場合）に該当する可能性はありますが、両親同伴で来院していることから、むしろ医療保護入院の可能性が高いと思います。\nb. 「精神保健指定医1名の診察があればよい」\n入院形態によって必要な診察要件が異なります。任意入院であれば指定医の診察は不要です。医療保護入院では精神保健指定医1名の診察が必要です。措置入院では2名の指定医の診察が必要です。\nc. 「精神保健指定医1名の診断と家族等の同意を要する」\nこれは医療保護入院の要件です。未成年者（17歳）で、両親同伴で来院していることから、医療保護入院の可能性が高いと考えられます。\nd. 「1ヶ月以上入院場合は、都道府県知事に対して定期病状報告を行う必要がある」\n医療保護入院や措置入院では、入院後一定期間ごとに定期病状報告が必要です。\ne. 「入院時、本人への入院告知は不要である」\n精神保健福祉法では、入院時には原則として本人に入院についての告知が必要です。例外はないはずです。\n以上から、最も可能性が高い入院形態は医療保護入院と考えられます。医療保護入院の要件は「精神保健指定医1名の診断と家族等の同意を要する」ということになります。\nよって、正解は c. 「精神保健指定医1名の診断と家族等の同意を要する」と判断します。\n\n## 定期病状報告について\n定期病状報告は、精神保健福祉法に基づき、各入院形態によって次のように定められています：\n措置入院の場合、入院後3ヶ月、6ヶ月、その後は6ヶ月ごとに定期病状報告を行う必要があります。これは精神保健福祉法施行規則19条3項に規定されています。\n一方、医療保護入院については、令和6年度（2024年）の法改正により、入院期間の上限が3ヶ月（条件によっては6ヶ月）と定められました。また、期間を超えて入院を継続するには、精神保健指定医による診察と医療保護入院者退院支援委員会の開催、さらに家族等の同意が必要です。\n\n定期病状報告書は都道府県知事に提出され、精神医療審査会がその入院の必要性が適切かどうかを審査します。\n\n## 入院告知について\n精神保健福祉法では、患者の権利擁護のため、入院時の告知が義務付けられています：\n入院はどの場合においても、人権に配慮して、精神科医からの告知書や、本人または家族等の同意書（応急入院は除く）を用いて入院手続きが進められることになっています。\n入院形態ごとに告知方法が異なります：\n- 任意入院：「任意入院に際してのお知らせ」という文書で医師が患者に告知\n- 医療保護入院：「入院（医療保護入院）に際してのお知らせ」という書面を用いて医師が本人及び家族等に告知します\n- 措置入院：「措置入院決定のお知らせ」という書面を用いて、都道府県職員が本人及び措置診察のための通報を行った家族等に入院について告知します\n\n入院する際、入院の種類に関わらず、入院の種類、入院中の制限や権利、退院の請求等について、十分な説明が口頭及び書面にて告知され、本人に手渡されることになっています。\n
49 歳の男性。1 週間前から公園で寝泊まりしていることが⽬撃されている。2 ⽇前からせん妄状態 で、意味不明の⾔動が認められる。脱⽔状態で衰弱しており、⾃傷⾏為や他⼈へ危害を加える可能性 は低い。所持品から他県にある精神病院の診察券が発⾒され⾝元が判明した。しかし、家族とは連絡 がつかない。この男性を精神保健福祉法に基づいて⼊院させる形態として正しいのはどれか。（プー ル）\na.   任意⼊院\nb.   医療保護⼊院\nc.   応急⼊院\nd.   措置⼊院\ne.   緊急措置⼊院,答．C\n\n49歳男性\n1週間前から公園で寝泊まり\n2日前からせん妄状態で意味不明の言動\n脱水状態で衰弱している\n自傷行為や他者への危害の可能性は低い\n他県の精神病院の診察券から身元は判明\n家族と連絡がつかない\n\n精神保健福祉法における入院形態には以下のようなものがあります：\na. 任意入院：本人の同意に基づく入院\nb. 医療保護入院：本人の同意なしに、家族等の同意と精神保健指定医1名の診察で入院\nc. 応急入院：本人も家族等の同意もなしに、緊急性がある場合に精神保健指定医1名の診察で72時間を限度に入院\nd. 措置入院：自傷他害のおそれがあり、2名以上の精神保健指定医の診察を経て知事の命令で入院\ne. 緊急措置入院：急迫した自傷他害のおそれがあり、1名の精神保健指定医の診察を経て知事の命令で72時間を限度に入院\n\na. 任意入院：患者は「せん妄状態で意味不明の言動」があるため、本人の同意を得ることは難しいと考えられます。したがって、不適切です。\nb. 医療保護入院：本人の同意なしに家族等の同意で入院させる形態ですが、「家族と連絡がつかない」ため、家族の同意を得ることができません。したがって、不適切です。\nc. 応急入院：本人も家族等の同意もなしに、緊急性がある場合に72時間を限度に入院させる形態です。この患者は「せん妄状態」「脱水状態で衰弱」しており、医療が必要な緊急性があると判断できます。また家族と連絡がつかない状況です。これが適切と考えられます。\nd. 措置入院：「自傷行為や他人へ危害を加える可能性は低い」と明記されているため、措置入院の要件である「自傷他害のおそれ」を満たしていません。したがって、不適切です。\ne. 緊急措置入院：これも「自傷行為や他人へ危害を加える可能性は低い」ため、「急迫した自傷他害のおそれ」という要件を満たしていません。したがって、不適切です。\n以上の検討から、正解は c. 応急入院 と考えられます。本人も家族等の同意も得られない緊急時に、精神保健指定医1名の診察で72時間を限度に入院させる形態が、この状況に最も適しています。
